ID	nr_annotation
EZ55_13_26	WP_156087313.1 hypothetical protein [Alteromonas macleodii]
EZ55_13_27	WP_014978432.1 MULTISPECIES: fructose bisphosphate aldolase [Alteromonas]
EZ55_13_28	WP_014975742.1 MULTISPECIES: phosphoglycerate kinase [Alteromonas]
EZ55_13_29	WP_014948384.1 MULTISPECIES: erythrose-4-phosphate dehydrogenase [Alteromonas]
EZ55_13_30	WP_049586189.1 transketolase [Alteromonas macleodii]
EZ55_13_31	NKX30629.1 methionine adenosyltransferase [Alteromonadaceae bacterium A_SAG1]
EZ55_13_32	WP_014948381.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_13_33	WP_014948380.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_13_34	WP_014948379.1 ABC transporter substrate-binding protein [Alteromonas macleodii]
EZ55_13_35	WP_170826495.1 ATP-binding protein [Alteromonas macleodii]
EZ55_13_36	WP_014948377.1 transporter substrate-binding domain-containing protein [Alteromonas macleodii]
EZ55_13_37	VTP52877.1 DME family drug/metabolite transporter [Alteromonas macleodii]
EZ55_13_38	MBR05955.1 TonB-dependent receptor [Alteromonas sp.]
EZ55_13_39	VTP52873.1 hypothetical protein EZ55_00835 [Alteromonas macleodii]
EZ55_13_40	WP_156085973.1 potassium/proton antiporter [Alteromonas macleodii]
EZ55_13_41	WP_156085972.1 protein translocase subunit SecD [Alteromonas macleodii]
EZ55_13_42	WP_049586175.1 hypothetical protein [Alteromonas macleodii]
EZ55_13_43	VTP52865.1 uncharacterized protein (DUF2126 family) [Alteromonas macleodii]
EZ55_13_44	WP_069943785.1 circularly permuted type 2 ATP-grasp protein [Alteromonas macleodii]
EZ55_13_45	WP_014948368.1 MULTISPECIES: transglutaminase family protein [Alteromonas]
EZ55_13_46	VTP52859.1 uncharacterized circularly permuted ATP-grasp superfamily protein [Alteromonas macleodii]
EZ55_13_47	WP_014948366.1 MULTISPECIES: alpha-E domain-containing protein [Alteromonas]
EZ55_13_48	WP_069943783.1 MULTISPECIES: NAD(P)H-dependent oxidoreductase [Alteromonas]
EZ55_13_49	WP_039224570.1 MULTISPECIES: DUF3034 family protein [Alteromonas]
EZ55_13_50	WP_014948363.1 MULTISPECIES: group 1 truncated hemoglobin [Alteromonas]
EZ55_13_51	WP_014948360.1 MULTISPECIES: YebC/PmpR family DNA-binding transcriptional regulator [Alteromonas]
EZ55_13_52	WP_156085971.1 cell division protein ZapE [Alteromonas macleodii]
EZ55_13_53	WP_014948358.1 MULTISPECIES: YhcB family protein [Alteromonas]
EZ55_13_54	OES33149.1 peptidase Do family protein [Alteromonas macleodii]
EZ55_13_55	WP_014948356.1 MULTISPECIES: trypsin-like peptidase domain-containing protein [Alteromonas]
EZ55_13_56	WP_014948355.1 MULTISPECIES: UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Alteromonas]
EZ55_13_57	WP_012517351.1 MULTISPECIES: BolA family transcriptional regulator [Alteromonas]
EZ55_13_58	WP_014948353.1 STAS domain-containing protein [Alteromonas macleodii]
EZ55_13_59	WP_014948352.1 MULTISPECIES: ABC transporter substrate-binding protein [Alteromonas]
EZ55_13_60	WP_014948351.1 MULTISPECIES: outer membrane lipid asymmetry maintenance protein MlaD [Alteromonas]
EZ55_13_61	WP_014948350.1 MULTISPECIES: lipid asymmetry maintenance ABC transporter permease subunit MlaE [Alteromonas]
EZ55_13_62	WP_156085970.1 phospholipid ABC transporter ATP-binding protein MlaF [Alteromonas macleodii]
EZ55_13_63	WP_014948348.1 MULTISPECIES: calcium/sodium antiporter [Alteromonas]
EZ55_13_64	WP_156085969.1 KpsF/GutQ family sugar-phosphate isomerase [Alteromonas macleodii]
EZ55_13_65	WP_039224564.1 MULTISPECIES: 3-deoxy-manno-octulosonate-8-phosphatase KdsC [Alteromonas]
EZ55_13_66	WP_014948345.1 MULTISPECIES: LPS export ABC transporter periplasmic protein LptC [Alteromonas]
EZ55_13_67	WP_014948344.1 MULTISPECIES: lipopolysaccharide transport periplasmic protein LptA [Alteromonas]
EZ55_13_68	WP_014948343.1 MULTISPECIES: LPS export ABC transporter ATP-binding protein [Alteromonas]
EZ55_13_69	WP_014948342.1 MULTISPECIES: RNA polymerase factor sigma-54 [Alteromonas]
EZ55_13_70	WP_012517338.1 MULTISPECIES: ribosome hibernation promoting factor [Alteromonas]
EZ55_13_71	WP_014975727.1 MULTISPECIES: PTS IIA-like nitrogen regulatory protein PtsN [Alteromonas]
EZ55_13_72	WP_014948340.1 MULTISPECIES: RNase adapter RapZ [Alteromonas]
EZ55_13_73	WP_014948339.1 MULTISPECIES: HPr family phosphocarrier protein [Alteromonas]
EZ55_13_74	WP_014948338.1 MULTISPECIES: magnesium transporter [Alteromonas]
EZ55_13_75	WP_156085968.1 response regulator transcription factor [Alteromonas macleodii]
EZ55_13_76	WP_101563515.1 spondin domain-containing protein [Alteromonas macleodii]
EZ55_13_77	WP_156085967.1 spondin domain-containing protein [Alteromonas macleodii]
EZ55_13_78	WP_014948334.1 MULTISPECIES: ClpXP protease specificity-enhancing factor [Alteromonas]
EZ55_13_79	WP_015066277.1 MULTISPECIES: stringent starvation protein A [Alteromonas]
EZ55_13_80	WP_015066276.1 MULTISPECIES: cytochrome c1 [Alteromonas]
EZ55_13_81	WP_049586160.1 MULTISPECIES: cytochrome bc complex cytochrome b subunit [Alteromonas]
EZ55_13_82	WP_049586157.1 MULTISPECIES: ubiquinol-cytochrome c reductase iron-sulfur subunit [Alteromonas]
EZ55_13_83	WP_014948330.1 MULTISPECIES: 30S ribosomal protein S9 [Alteromonas]
EZ55_13_84	WP_014948329.1 MULTISPECIES: 50S ribosomal protein L13 [Alteromonas]
EZ55_13_85	WP_156085966.1 transporter substrate-binding domain-containing protein [Alteromonas macleodii]
EZ55_13_86	WP_156085965.1 MULTISPECIES: response regulator [Alteromonas]
EZ55_13_87	WP_014975720.1 two-component sensor histidine kinase [Alteromonas macleodii]
EZ55_13_88	WP_156085964.1 cupredoxin domain-containing protein [Alteromonas macleodii]
EZ55_13_89	WP_049586151.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_13_90	WP_039235893.1 hypothetical protein [Alteromonas macleodii]
EZ55_13_91	WP_049586146.1 MULTISPECIES: glycosyltransferase family 2 protein [Alteromonas]
EZ55_13_92	WP_049586145.1 MULTISPECIES: VTT domain-containing protein [Alteromonas]
EZ55_13_93	WP_156085963.1 glycosyltransferase family 39 protein [Alteromonas macleodii]
EZ55_13_94	WP_156085962.1 MULTISPECIES: thermostable hemolysin [Alteromonas]
EZ55_13_95	WP_156085961.1 AMP-binding protein [Alteromonas macleodii]
EZ55_13_96	WP_156085960.1 iron-containing redox enzyme family protein [Alteromonas macleodii]
EZ55_13_97	WP_156085959.1 SDR family oxidoreductase [Alteromonas macleodii]
EZ55_13_98	WP_156085958.1 hypothetical protein [Alteromonas macleodii]
EZ55_13_99	WP_156085957.1 hypothetical protein [Alteromonas macleodii]
EZ55_13_100	WP_156085956.1 hydroxymethylglutaryl-CoA reductase [Alteromonas macleodii]
EZ55_13_101	WP_156085955.1 YbaN family protein [Alteromonas macleodii]
EZ55_13_102	WP_156085954.1 nucleoside triphosphate pyrophosphohydrolase [Alteromonas macleodii]
EZ55_13_103	WP_156085953.1 GTP diphosphokinase [Alteromonas macleodii]
EZ55_13_104	WP_156085952.1 23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD [Alteromonas macleodii]
EZ55_13_105	WP_156085951.1 holo-ACP synthase [Alteromonas macleodii]
EZ55_13_106	WP_014975702.1 MULTISPECIES: pyridoxine 5'-phosphate synthase [Alteromonas]
EZ55_13_107	WP_156085950.1 DNA repair protein RecO [Alteromonas macleodii]
EZ55_13_108	WP_014975700.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_13_109	WP_156085949.1 single-stranded-DNA-specific exonuclease RecJ [Alteromonas macleodii]
EZ55_13_110	WP_039235846.1 bifunctional protein-disulfide isomerase/oxidoreductase DsbC [Alteromonas macleodii]
EZ55_13_111	WP_014975697.1 MULTISPECIES: site-specific tyrosine recombinase XerD [Alteromonas]
EZ55_13_112	WP_014948312.1 MULTISPECIES: co-chaperone DjlA [Alteromonas]
EZ55_13_113	WP_014975696.1 MULTISPECIES: LPS assembly protein LptD [Alteromonas]
EZ55_13_114	WP_156085948.1 peptidylprolyl isomerase SurA [Alteromonas macleodii]
EZ55_13_115	WP_014975694.1 MULTISPECIES: 4-hydroxythreonine-4-phosphate dehydrogenase PdxA [Alteromonas]
EZ55_13_116	WP_039235837.1 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA [Alteromonas macleodii]
EZ55_13_117	WP_014948307.1 MULTISPECIES: Co2+/Mg2+ efflux protein ApaG [Alteromonas]
EZ55_13_118	WP_156085947.1 MULTISPECIES: symmetrical bis(5'-nucleosyl)-tetraphosphatase [Alteromonas]
EZ55_13_119	WP_014948305.1 MULTISPECIES: methyl-accepting chemotaxis protein [Alteromonas]
EZ55_13_120	VTP52713.1 SOUL heme-binding protein [Alteromonas macleodii]
EZ55_13_121	WP_014948303.1 MULTISPECIES: lysine-sensitive aspartokinase 3 [Alteromonas]
EZ55_13_122	WP_014948302.1 MULTISPECIES: DUF192 domain-containing protein [Alteromonas]
EZ55_13_123	GFD92498.1 aconitate hydratase B [Alteromonas sp. KUL154]
EZ55_14_1	WP_014950967.1 MULTISPECIES: helix-turn-helix domain-containing protein [Alteromonas]
EZ55_14_2	WP_061486677.1 DUF4258 domain-containing protein [Alteromonas macleodii]
EZ55_14_3	WP_014977571.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_14_4	WP_014977570.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_14_5	WP_014950963.1 MULTISPECIES: helix-turn-helix transcriptional regulator [Alteromonas]
EZ55_14_6	WP_156087012.1 peptidase domain-containing ABC transporter [Alteromonas macleodii]
EZ55_14_7	WP_014977568.1 MULTISPECIES: HlyD family efflux transporter periplasmic adaptor subunit [Alteromonas]
EZ55_14_8	WP_156087010.1 hydroxymethylglutaryl-CoA reductase [Alteromonas macleodii]
EZ55_14_9	WP_014977566.1 MULTISPECIES: VWA domain-containing protein [Alteromonas]
EZ55_14_10	WP_014977565.1 VWA domain-containing protein [Alteromonas macleodii]
EZ55_14_11	WP_014977564.1 MULTISPECIES: MotA/TolQ/ExbB proton channel family protein [Alteromonas]
EZ55_14_12	WP_156087008.1 SUMF1/EgtB/PvdO family nonheme iron enzyme [Alteromonas macleodii]
EZ55_14_13	WP_156087006.1 hypothetical protein [Alteromonas macleodii]
EZ55_14_14	WP_014950954.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_14_15	WP_039226749.1 hypothetical protein [Alteromonas macleodii]
EZ55_14_16	WP_156087005.1 amidohydrolase family protein [Alteromonas macleodii]
EZ55_14_17	VTP57543.1 uncharacterized iron-regulated membrane protein [Alteromonas macleodii]
EZ55_14_18	WP_156087003.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_14_19	KHT54584.1 dehydrogenase [Alteromonas macleodii]
EZ55_14_20	WP_014977556.1 glutathione-disulfide reductase [Alteromonas macleodii]
EZ55_14_21	WP_014977555.1 MULTISPECIES: response regulator [Alteromonas]
EZ55_14_22	WP_156086999.1 ATP-binding protein [Alteromonas macleodii]
EZ55_14_23	WP_156086997.1 phosphate/phosphite/phosphonate ABC transporter substrate-binding protein [Alteromonas macleodii]
EZ55_14_24	WP_014977552.1 MULTISPECIES: response regulator [Alteromonas]
EZ55_14_25	WP_014977551.1 oligopeptidase A [Alteromonas macleodii]
EZ55_14_26	WP_014977550.1 MULTISPECIES: DNA-3-methyladenine glycosylase I [Alteromonas]
EZ55_14_27	"WP_156086995.1 MULTISPECIES: bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE [Alteromonas]"
EZ55_14_28	WP_156086994.1 MULTISPECIES: SCP2 sterol-binding domain-containing protein [Alteromonas]
EZ55_14_29	WP_014950939.1 MULTISPECIES: ubiquinone biosynthesis regulatory protein kinase UbiB [Alteromonas]
EZ55_14_30	WP_012519905.1 MULTISPECIES: cold-shock protein [Alteromonas]
EZ55_14_31	WP_156086992.1 hypothetical protein [Alteromonas macleodii]
EZ55_14_32	WP_014977547.1 Lrp/AsnC family transcriptional regulator [Alteromonas macleodii]
EZ55_14_33	WP_014950935.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_14_34	WP_014950934.1 cytochrome d ubiquinol oxidase subunit II [Alteromonas macleodii]
EZ55_14_35	WP_156086991.1 cytochrome ubiquinol oxidase subunit I [Alteromonas macleodii]
EZ55_14_36	WP_014999724.1 MULTISPECIES: MarR family transcriptional regulator [Alteromonas]
EZ55_14_37	WP_156086990.1 tandem-95 repeat protein [Alteromonas macleodii]
EZ55_14_38	WP_156086989.1 porin family protein [Alteromonas macleodii]
EZ55_14_39	WP_075177826.1 MULTISPECIES: ATP-binding protein [Alteromonas]
EZ55_14_40	WP_156087375.1 ABC transporter substrate-binding protein [Alteromonas macleodii]
EZ55_14_41	WP_101566059.1 M28 family metallopeptidase [Alteromonas macleodii]
EZ55_14_42	WP_049586742.1 MULTISPECIES: NAD(P)H-flavin reductase [Alteromonas]
EZ55_14_43	WP_014950926.1 MULTISPECIES: 4-hydroxy-3-polyprenylbenzoate decarboxylase [Alteromonas]
EZ55_14_44	WP_014950925.1 MULTISPECIES: TIGR02647 family protein [Alteromonas]
EZ55_14_45	WP_014977534.1 MULTISPECIES: sel1 repeat family protein [Alteromonas]
EZ55_14_46	WP_156086988.1 cytochrome b/b6 domain-containing protein [Alteromonas macleodii]
EZ55_14_47	WP_156086987.1 PepSY domain-containing protein [Alteromonas macleodii]
EZ55_14_48	WP_156086986.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_14_49	"WP_156086985.1 ribbon-helix-helix protein, CopG family [Alteromonas macleodii]"
EZ55_14_50	WP_156086984.1 type II toxin-antitoxin system RelE/ParE family toxin [Alteromonas macleodii]
EZ55_14_51	WP_156086983.1 alkaline phosphatase D family protein [Alteromonas macleodii]
EZ55_14_52	VTP57508.1 hypothetical protein EZ55_03597 [Alteromonas macleodii]
EZ55_14_53	WP_156086982.1 HigA family addiction module antitoxin [Alteromonas macleodii]
EZ55_14_54	WP_156086981.1 ribonuclease R [Alteromonas macleodii]
EZ55_14_55	WP_014950916.1 MULTISPECIES: 23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB [Alteromonas]
EZ55_14_56	WP_039226695.1 MULTISPECIES: S8 family serine peptidase [Alteromonas]
EZ55_14_57	WP_156086980.1 DUF4397 domain-containing protein [Alteromonas macleodii]
EZ55_14_58	WP_156086979.1 ATP-binding protein [Alteromonas macleodii]
EZ55_14_59	WP_012519228.1 MULTISPECIES: 50S ribosomal protein L14 [Alteromonas]
EZ55_14_60	WP_014950912.1 MULTISPECIES: 50S ribosomal protein L24 [Alteromonas]
EZ55_14_61	WP_014950911.1 MULTISPECIES: 50S ribosomal protein L5 [Alteromonas]
EZ55_14_62	WP_014950910.1 MULTISPECIES: 30S ribosomal protein S14 [Alteromonas]
EZ55_14_63	WP_012519224.1 MULTISPECIES: 30S ribosomal protein S8 [Alteromonas]
EZ55_14_64	WP_014950909.1 MULTISPECIES: 50S ribosomal protein L6 [Alteromonas]
EZ55_14_65	WP_014950908.1 MULTISPECIES: 50S ribosomal protein L18 [Alteromonas]
EZ55_14_66	WP_012519221.1 MULTISPECIES: 30S ribosomal protein S5 [Alteromonas]
EZ55_14_67	WP_014950907.1 MULTISPECIES: 50S ribosomal protein L30 [Alteromonas]
EZ55_14_68	WP_014950906.1 MULTISPECIES: 50S ribosomal protein L15 [Alteromonas]
EZ55_14_69	WP_014977524.1 MULTISPECIES: preprotein translocase subunit SecY [Alteromonas]
EZ55_14_70	WP_012519216.1 MULTISPECIES: 30S ribosomal protein S13 [Gammaproteobacteria]
EZ55_14_71	WP_012519215.1 MULTISPECIES: 30S ribosomal protein S11 [Gammaproteobacteria]
EZ55_14_72	WP_012519214.1 MULTISPECIES: 30S ribosomal protein S4 [Gammaproteobacteria]
EZ55_14_73	AEA98921.1 DNA-directed RNA polymerase subunit alpha [Alteromonas mediterranea DE]
EZ55_14_74	WP_012519212.1 MULTISPECIES: 50S ribosomal protein L17 [Gammaproteobacteria]
EZ55_14_75	WP_156086978.1 hypothetical protein [Alteromonas macleodii]
EZ55_14_76	WP_156086977.1 hypothetical protein [Alteromonas macleodii]
EZ55_14_77	WP_156086976.1 hypothetical protein [Alteromonas macleodii]
EZ55_14_78	"WP_156086975.1 UDP-N-acetylglucosamine 4,6-dehydratase (inverting) [Alteromonas macleodii]"
EZ55_14_79	"WP_156086974.1 UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase [Alteromonas macleodii]"
EZ55_14_80	WP_156086973.1 pseudaminic acid cytidylyltransferase [Alteromonas macleodii]
EZ55_14_81	"WP_156086972.1 UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [Alteromonas macleodii]"
EZ55_14_82	"WP_156086971.1 UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase [Alteromonas macleodii]"
EZ55_14_83	VTP57476.1 N-acetylneuraminate synthase [Alteromonas macleodii]
EZ55_14_84	WP_156086969.1 glycosyltransferase [Alteromonas macleodii]
EZ55_14_85	VTP57474.1 hypothetical protein EZ55_03562 [Alteromonas macleodii]
EZ55_14_86	WP_156086968.1 hypothetical protein [Alteromonas macleodii]
EZ55_14_87	WP_156086967.1 hypothetical protein [Alteromonas macleodii]
EZ55_14_88	WP_156086966.1 GSCFA domain-containing protein [Alteromonas macleodii]
EZ55_14_89	VTP57470.1 glutamine amidotransferase-like protein [Alteromonas macleodii]
EZ55_14_90	VTP57469.1 SIS domain-containing protein [Alteromonas macleodii]
EZ55_14_91	VTP57468.1 SIS domain-containing protein [Alteromonas macleodii]
EZ55_14_92	WP_156086965.1 phosphoglucosamine mutase [Alteromonas macleodii]
EZ55_14_93	WP_156086964.1 glucose-1-phosphate thymidylyltransferase RfbA [Alteromonas macleodii]
EZ55_14_94	"WP_039226629.1 dTDP-4-dehydrorhamnose 3,5-epimerase [Alteromonas macleodii]"
EZ55_14_95	WP_156086963.1 dTDP-4-dehydrorhamnose reductase [Alteromonas macleodii]
EZ55_14_96	"WP_156086962.1 dTDP-glucose 4,6-dehydratase [Alteromonas macleodii]"
EZ55_14_97	WP_156086961.1 glycosyltransferase [Alteromonas macleodii]
EZ55_14_98	WP_156086960.1 nucleotide sugar dehydrogenase [Alteromonas macleodii]
EZ55_14_99	WP_156086959.1 mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase [Alteromonas macleodii]
EZ55_14_100	WP_156086958.1 Ig-like domain-containing protein [Alteromonas macleodii]
EZ55_14_101	WP_156078876.1 type II toxin-antitoxin system VapC family toxin [Alteromonas macleodii]
EZ55_14_102	WP_156078875.1 type II toxin-antitoxin system prevent-host-death family antitoxin [Alteromonas macleodii]
EZ55_14_103	WP_156078874.1 YkgJ family cysteine cluster protein [Alteromonas macleodii]
EZ55_14_104	WP_101566000.1 LysR family transcriptional regulator [Alteromonas macleodii]
EZ55_14_105	WP_156086957.1 ABC transporter ATP-binding protein/permease [Alteromonas macleodii]
EZ55_14_106	WP_014977505.1 MULTISPECIES: HlyD family efflux transporter periplasmic adaptor subunit [Alteromonas]
EZ55_14_107	WP_156087373.1 TolC family protein [Alteromonas macleodii]
EZ55_14_108	WP_014950850.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_15_1	WP_061439073.1 type II secretion system GspH family protein [Alteromonas macleodii]
EZ55_15_2	OES37786.1 putative mannose-sensitive agglutinin [Alteromonas macleodii]
EZ55_15_3	WP_061439076.1 prepilin-type N-terminal cleavage/methylation domain-containing protein [Alteromonas macleodii]
EZ55_15_4	WP_061439078.1 type II secretion system GspH family protein [Alteromonas macleodii]
EZ55_15_5	WP_061439080.1 hypothetical protein [Alteromonas macleodii]
EZ55_15_6	WP_061439082.1 H-type lectin domain-containing protein [Alteromonas macleodii]
EZ55_15_7	WP_014947909.1 MULTISPECIES: rod shape-determining protein [Alteromonas]
EZ55_15_8	WP_014978010.1 MULTISPECIES: rod shape-determining protein MreC [Alteromonas]
EZ55_15_9	WP_014978011.1 MULTISPECIES: rod shape-determining protein MreD [Alteromonas]
EZ55_15_10	WP_039236916.1 MULTISPECIES: Maf family protein [Alteromonas]
EZ55_15_11	WP_014947913.1 MULTISPECIES: ribonuclease G [Alteromonas]
EZ55_15_12	WP_156085772.1 TIGR02099 family protein [Alteromonas macleodii]
EZ55_15_13	WP_156085773.1 carbon-nitrogen hydrolase family protein [Alteromonas macleodii]
EZ55_15_14	WP_039217280.1 MULTISPECIES: metalloprotease TldD [Alteromonas]
EZ55_15_15	WP_156085774.1 hypothetical protein [Alteromonas macleodii]
EZ55_15_16	WP_014975398.1 MULTISPECIES: ribosome-associated protein [Alteromonas]
EZ55_15_17	WP_039236933.1 MULTISPECIES: metalloprotease PmbA [Alteromonas]
EZ55_15_18	WP_156085775.1 AraC family transcriptional regulator [Alteromonas macleodii]
EZ55_15_19	WP_156085776.1 beta-galactosidase [Alteromonas macleodii]
EZ55_15_20	WP_014947922.1 MULTISPECIES: two-component system response regulator ArcA [Alteromonas]
EZ55_15_21	WP_039236941.1 MULTISPECIES: HAMP domain-containing histidine kinase [Alteromonas]
EZ55_15_22	WP_069943557.1 MULTISPECIES: glycogen synthase GlgA [Alteromonas]
EZ55_15_23	WP_014947925.1 MULTISPECIES: methyltransferase [Alteromonas]
EZ55_15_24	WP_156085777.1 tRNA (guanosine(46)-N7)-methyltransferase TrmB [Alteromonas macleodii]
EZ55_15_25	WP_156085778.1 alpha/beta fold hydrolase [Alteromonas macleodii]
EZ55_15_26	WP_156085779.1 A/G-specific adenine glycosylase [Alteromonas macleodii]
EZ55_15_27	WP_014947929.1 MULTISPECIES: oxidative damage protection protein [Alteromonas]
EZ55_15_28	WP_197044376.1 hypothetical protein [Alteromonas macleodii]
EZ55_15_29	WP_061439114.1 hypothetical protein [Alteromonas macleodii]
EZ55_15_30	WP_156085780.1 AAA family ATPase [Alteromonas macleodii]
EZ55_15_31	VTP51759.1 hypothetical protein EZ55_00261 [Alteromonas macleodii]
EZ55_15_32	WP_061439119.1 hypothetical protein [Alteromonas macleodii]
EZ55_15_33	WP_156085781.1 hypothetical protein [Alteromonas macleodii]
EZ55_15_34	WP_156085782.1 hypothetical protein [Alteromonas macleodii]
EZ55_15_35	AMN10332.1 hypothetical protein ACZ81_01280 [Alteromonas macleodii]
EZ55_15_36	MBR9895440.1 DUF3387 domain-containing protein [Gammaproteobacteria bacterium]
EZ55_15_37	WP_156085784.1 DUF429 domain-containing protein [Alteromonas macleodii]
EZ55_15_38	WP_156085785.1 DUF2034 domain-containing protein [Alteromonas macleodii]
EZ55_15_39	WP_012516807.1 MULTISPECIES: NYN domain-containing protein [Alteromonas]
EZ55_15_40	WP_101563297.1 MULTISPECIES: RNase H1/viroplasmin domain-containing protein [Alteromonas]
EZ55_15_41	WP_044445991.1 MULTISPECIES: DUF2787 domain-containing protein [Alteromonas]
EZ55_15_42	WP_156085786.1 hypothetical protein [Alteromonas macleodii]
EZ55_15_43	WP_156085787.1 ATP-binding protein [Alteromonas macleodii]
EZ55_15_44	WP_156085788.1 tyrosine-type recombinase/integrase [Alteromonas macleodii]
EZ55_15_45	WP_156085789.1 hypothetical protein [Alteromonas macleodii]
EZ55_15_46	WP_156085790.1 DUF3987 domain-containing protein [Alteromonas macleodii]
EZ55_15_47	WP_156085791.1 hypothetical protein [Alteromonas macleodii]
EZ55_15_48	WP_156085792.1 AAA family ATPase [Alteromonas macleodii]
EZ55_15_49	WP_156085793.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_15_50	WP_014997010.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_15_51	VTP51798.1 hypothetical protein EZ55_00281 [Alteromonas macleodii]
EZ55_15_52	VTP51800.1 hypothetical protein EZ55_00282 [Alteromonas macleodii]
EZ55_15_53	WP_015066027.1 MULTISPECIES: TolC family protein [Gammaproteobacteria]
EZ55_15_54	WP_020742699.1 MULTISPECIES: efflux RND transporter periplasmic adaptor subunit [Alteromonas]
EZ55_15_55	WP_044445997.1 MULTISPECIES: CusA/CzcA family heavy metal efflux RND transporter [Alteromonas]
EZ55_15_56	WP_020742700.1 MULTISPECIES: cation diffusion facilitator family transporter [Alteromonas]
EZ55_15_57	WP_014978032.1 MULTISPECIES: DUF3955 domain-containing protein [Alteromonas]
EZ55_15_58	WP_015066029.1 MULTISPECIES: diacylglycerol kinase [Alteromonas]
EZ55_15_59	WP_020742701.1 MULTISPECIES: phosphoethanolamine--lipid A transferase [Alteromonas]
EZ55_15_60	WP_156085794.1 glycosyltransferase family 39 protein [Alteromonas macleodii]
EZ55_15_61	WP_015066032.1 MULTISPECIES: VTT domain-containing protein [Gammaproteobacteria]
EZ55_15_62	WP_015066033.1 MULTISPECIES: glycosyltransferase family 2 protein [Gammaproteobacteria]
EZ55_15_63	AFV83868.1 transcriptional regulator [Alteromonas mediterranea DE1]
EZ55_15_64	WP_020742704.1 MULTISPECIES: HAMP domain-containing histidine kinase [Alteromonas]
EZ55_15_65	WP_020742705.1 MULTISPECIES: DUF6488 family protein [Gammaproteobacteria]
EZ55_15_66	WP_012516819.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_15_67	WP_020742706.1 MULTISPECIES: HupE/UreJ family protein [Alteromonas]
EZ55_15_68	WP_020742707.1 MULTISPECIES: CusA/CzcA family heavy metal efflux RND transporter [Alteromonas]
EZ55_15_69	WP_012516822.1 MULTISPECIES: HlyD family efflux transporter periplasmic adaptor subunit [Alteromonas]
EZ55_15_70	WP_020742708.1 MULTISPECIES: TolC family protein [Alteromonas]
EZ55_15_71	WP_012516824.1 MULTISPECIES: M56 family metallopeptidase [Alteromonas]
EZ55_15_72	WP_020742709.1 MULTISPECIES: BlaI/MecI/CopY family transcriptional regulator [Alteromonas]
EZ55_15_73	WP_012516826.1 MULTISPECIES: tyrosine-type recombinase/integrase [Alteromonas]
EZ55_15_74	WP_156085795.1 HAD family hydrolase [Alteromonas macleodii]
EZ55_15_75	WP_156085796.1 methyl-accepting chemotaxis protein [Alteromonas macleodii]
EZ55_15_76	WP_014947933.1 MULTISPECIES: response regulator [Alteromonas]
EZ55_15_77	WP_156085797.1 chemotaxis protein CheW [Alteromonas macleodii]
EZ55_15_78	WP_014947935.1 MULTISPECIES: chemotaxis protein CheW [Alteromonas]
EZ55_15_79	WP_039225827.1 methyl-accepting chemotaxis protein [Alteromonas macleodii]
EZ55_15_80	WP_039225824.1 chemotaxis protein CheR [Alteromonas macleodii]
EZ55_15_81	WP_156085798.1 chemoreceptor glutamine deamidase CheD [Alteromonas macleodii]
EZ55_15_82	WP_156085799.1 chemotaxis response regulator protein-glutamate methylesterase [Alteromonas macleodii]
EZ55_15_83	WP_156085800.1 methyl-accepting chemotaxis protein [Alteromonas macleodii]
EZ55_15_84	WP_014947941.1 MULTISPECIES: response regulator [Alteromonas]
EZ55_15_85	WP_156085801.1 chemotaxis protein CheW [Alteromonas macleodii]
EZ55_15_86	WP_014947943.1 MULTISPECIES: chemotaxis protein CheW [Alteromonas]
EZ55_15_87	WP_156085802.1 methyl-accepting chemotaxis protein [Alteromonas macleodii]
EZ55_15_88	WP_156087307.1 methyl-accepting chemotaxis protein [Alteromonas macleodii]
EZ55_15_89	WP_014947946.1 chemotaxis protein CheR [Alteromonas macleodii]
