"seq_id"	"P5_mean_fpkm"	"P3_mean_fpkm"	"logFC.P3.P5."	"p.value"	"significant"	"regulate"	"KO.x"	"Pathway"	"g"	"KO_g"	"abslogfc"	"Description"	"KO.y"	"Definition"	"gene_name"	"KO_gene"
"comp28683_c0_seq1.7.705.plus.P31"	151.46	9.52	-3.98	3.98e-05	"yes"	"down"	"K23095"	"map00130"	"Prochlorococcus"	"K23095_Prochlorococcus"	3.98	"Methyltransferase required for the conversion of demethylmenaquinone (DMKH2) to menaquinone (MKH2)"	"K23095"	"demethylphylloquinol methyltransferase [EC:2.1.1.329]"	"-"	"K23095 _ -"
"comp22724_c16_seq1.578.1471.plus.P21"	415.05	33.53	-3.63	0.000107	"yes"	"down"	"K01661"	"map00130"	"Prochlorococcus"	"K01661_Prochlorococcus"	3.63	"Naphthoate synthase"	"K01661"	"naphthoate synthase [EC:4.1.3.36]"	"menB"	"K01661 _ menB"
"comp14838_c0_seq1.18.1178.minus.P31"	0.93	17.44	4.09	0.000153	"yes"	"up"	"K00457"	"map00130"	"Psychroserpens"	"K00457_Psychroserpens"	4.09	"4-Hydroxyphenylpyruvate dioxygenase"	"K00457"	"4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]"	"hppD"	"K00457 _ hppD"
"comp42949_c0_seq2.296.2056.plus.P32"	0.16	4.13	4.01	0.000156	"yes"	"up"	"K02551"	"map00130"	"Psychroserpens"	"K02551_Psychroserpens"	4.01	"Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC) (By similarity)"	"K02551"	"2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]"	"menD"	"K02551 _ menD"
"comp16185_c2_seq1.5789.6376.plus.P22"	99.87	8.15	-3.6	0.000198	"yes"	"down"	"K03181"	"map00130"	"Prochlorococcus"	"K03181_Prochlorococcus"	3.6	"Protein of unknown function (DUF98)"	"K03181"	"chorismate lyase [EC:4.1.3.40]"	"ubiC"	"K03181 _ ubiC"
"comp21328_c15_seq1.1108.2904.plus.P23"	190.92	18.56	-3.36	0.000274	"yes"	"down"	"K02551"	"map00130"	"Prochlorococcus"	"K02551_Prochlorococcus"	3.36	"Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC) (By similarity)"	"K02551"	"2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]"	"menD"	"K02551 _ menD"
"comp21841_c0_seq1.7748.8635.plus.P21"	138.45	13.87	-3.31	0.00033	"yes"	"down"	"K03179"	"map00130"	"Prochlorococcus"	"K03179_Prochlorococcus"	3.31	"Synthesis of 3-octaprenyl-4-hydroxybenzoate (By similarity)"	"K03179"	"4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]"	"ubiA"	"K03179 _ ubiA"
"comp22724_c42_seq1.22.1587.minus.P21"	228.41	23.61	-3.27	0.000416	"yes"	"down"	"K03182"	"map00130"	"Prochlorococcus"	"K03182_Prochlorococcus"	3.27	"Catalyzes the decarboxylation of 3-octaprenyl-4-hydroxy benzoate to 2-octaprenylphenol (By similarity)"	"K03182"	"4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]"	"ubiD"	"K03182 _ ubiD"
"comp16014_c6_seq1.6753.7361.plus.P11"	244.47	27.12	-3.17	0.000556	"yes"	"down"	"K03186"	"map00130"	"Prochlorococcus"	"K03186_Prochlorococcus"	3.17	"carboxy-lyase activity"	"K03186"	"flavin prenyltransferase [EC:2.5.1.129]"	"ubiX"	"K03186 _ ubiX"
"comp21230_c0_seq1.23225.24397.plus.P21"	50.2	5.8	-3.09	0.000884	"yes"	"down"	"K01911"	"map00130"	"Prochlorococcus"	"K01911_Prochlorococcus"	3.09	"Amp-dependent synthetase and ligase"	"K01911"	"o-succinylbenzoate---CoA ligase [EC:6.2.1.26]"	"menE"	"K01911 _ menE"
"comp16019_c1_seq1.13745.15145.plus.P11"	53.67	6.65	-2.99	0.00103	"yes"	"down"	"K02552"	"map00130"	"Prochlorococcus"	"K02552_Prochlorococcus"	2.99	"isochorismate synthase"	"K02552"	"menaquinone-specific isochorismate synthase [EC:5.4.4.2]"	"menF"	"K02552 _ menF"
"comp17858_c0_seq1.1.692.minus.P61"	0.5	11.14	4.24	0.0013	"no"	"up"	"K03183"	"map00130"	"Psychroserpens"	"K03183_Psychroserpens"	4.24	"Methyltransferase required for the conversion of demethylmenaquinone (DMKH2) to menaquinone (MKH2)"	"K03183"	"demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]"	"-"	"K03183 _ -"
"comp14029_c3_seq1.11666.12598.plus.P13"	176.87	22.39	-2.98	0.00147	"no"	"down"	"K18534"	"map00130"	"Prochlorococcus"	"K18534_Prochlorococcus"	2.98	"Methyltransferase"	"K18534"	"MPBQ/MSBQ methyltransferase [EC:2.1.1.295]"	"-"	"K18534 _ -"
"comp21230_c0_seq1.22194.23165.plus.P21"	84.99	10.86	-2.96	0.00204	"no"	"down"	"K02549"	"map00130"	"Prochlorococcus"	"K02549_Prochlorococcus"	2.96	"mandelate racemase muconate lactonizing"	"K02549"	"o-succinylbenzoate synthase [EC:4.2.1.113]"	"menC"	"K02549 _ menC"
"comp19841_c0_seq1.10622.11734.plus.P23"	24.16	3.15	-2.9	0.00318	"no"	"down"	"K03185"	"map00130"	"Prochlorococcus"	"K03185_Prochlorococcus"	2.9	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"	"K03185"	"2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]"	"ubiH"	"K03185 _ ubiH"
"comp30349_c0_seq1.229.664.minus.P31"	0.49	7.92	3.76	0.00348	"no"	"up"	"K19222"	"map00130"	"Psychroserpens"	"K19222_Psychroserpens"	3.76	"thioesterase Superfamily protein"	"K19222"	"1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]"	"-"	"K19222 _ -"
"comp16019_c1_seq1.10050.10502.plus.P11"	42.66	6.5	-2.7	0.00351	"no"	"down"	"K12073"	"map00130"	"Prochlorococcus"	"K12073_Prochlorococcus"	2.7	"Thioesterase"	"K12073"	"1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]"	"-"	"K12073 _ -"
"comp17608_c80_seq1.1554.2765.plus.P11"	159.01	25.12	-2.66	0.00422	"no"	"down"	"K17872"	"map00130"	"Prochlorococcus"	"K17872_Prochlorococcus"	2.66	"Nadh dehydrogenase"	"K17872"	"demethylphylloquinone reductase [EC:1.6.5.12]"	"-"	"K17872 _ -"
"comp48862_c0_seq1.222.1061.minus.P31"	0.68	6.84	3.16	0.00638	"no"	"up"	"K01661"	"map00130"	"Psychroserpens"	"K01661_Psychroserpens"	3.16	"Naphthoate synthase"	"K01661"	"naphthoate synthase [EC:4.1.3.36]"	"-"	"K01661 _ -"
"comp43529_c0_seq1.829.1666.minus.P33"	0.25	2.72	3.02	0.00662	"no"	"up"	"K02361"	"map00130"	"Psychroserpens"	"K02361_Psychroserpens"	3.02	"isochorismate synthase"	"K02361"	"isochorismate synthase [EC:5.4.4.2]"	"-"	"K02361 _ -"
"comp334756_c0_seq1.1.477.minus.P61"	1.16	0.05	-3.11	0.0162	"no"	"down"	"K03182"	"map00130"	"Hwanghaeella"	"K03182_Hwanghaeella"	3.11	"Catalyzes the decarboxylation of 3-octaprenyl-4-hydroxy benzoate to 2-octaprenylphenol (By similarity)"	"K03182"	"4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]"	"ubiD"	"K03182 _ ubiD"
"comp9809_c0_seq1.113.1177.minus.P21"	0.37	2.89	2.67	0.0208	"no"	"up"	"K01911"	"map00130"	"Psychroserpens"	"K01911_Psychroserpens"	2.67	"Amp-dependent synthetase and ligase"	"K01911"	"o-succinylbenzoate---CoA ligase [EC:6.2.1.26]"	"-"	"K01911 _ -"
"comp9875_c0_seq1.1.736.minus.P42"	0.73	0	-3.06	0.0353	"no"	"down"	"K03179"	"map00130"	"Marinobacter"	"K03179_Marinobacter"	3.06	"Synthesis of 3-octaprenyl-4-hydroxybenzoate (By similarity)"	"K03179"	"4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]"	"ubiA"	"K03179 _ ubiA"
"comp19242_c2_seq1.1436.2134.plus.P61"	0.21	14.12	5.5	1.91e-06	"yes"	"up"	"K01838"	"map00500"	"Psychroserpens"	"K01838_Psychroserpens"	5.5	"HAD-superfamily hydrolase subfamily IA variant 3"	"K01838"	"beta-phosphoglucomutase [EC:5.4.2.6]"	"pgmB"	"K01838 _ pgmB"
"comp20228_c4_seq1.7936.9231.plus.P12"	971.29	42.82	-4.5	6.4e-06	"yes"	"down"	"K00975"	"map00500"	"Prochlorococcus"	"K00975_Prochlorococcus"	4.5	"Catalyzes the synthesis of ADP-glucose, a sugar donor used in elongation reactions on alpha-glucans (By similarity)"	"K00975"	"glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]"	"glgC"	"K00975 _ glgC"
"comp17591_c109_seq1.903.2366.plus.P11"	438.06	28.42	-3.94	3.09e-05	"yes"	"down"	"K00703"	"map00500"	"Prochlorococcus"	"K00703_Prochlorococcus"	3.94	"starch synthase activity"	"K00703"	"starch synthase [EC:2.4.1.21]"	"glgA"	"K00703 _ glgA"
"comp17591_c118_seq1.2217.4484.minus.P11"	533.53	36.63	-3.86	4.53e-05	"yes"	"down"	"K00700"	"map00500"	"Prochlorococcus"	"K00700_Prochlorococcus"	3.86	"Catalyzes the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position (By similarity)"	"K00700"	"1,4-alpha-glucan branching enzyme [EC:2.4.1.18]"	"glgB"	"K00700 _ glgB"
"comp49021_c0_seq1.93.1298.minus.P32"	0	1.64	4.12	4.81e-05	"yes"	"up"	"K16148"	"map00500"	"Psychroserpens"	"K16148_Psychroserpens"	4.12	"Glycosyl transferase (Group 1"	"K16148"	"alpha-maltose-1-phosphate synthase [EC:2.4.1.342]"	"glgA"	"K16148 _ glgA"
"comp12483_c3_seq1.14119.15684.plus.P13"	150.17	13.87	-3.43	0.000225	"yes"	"down"	"K16149"	"map00500"	"Prochlorococcus"	"K16149_Prochlorococcus"	3.43	"hydrolase family 57"	"K16149"	"1,4-alpha-glucan branching enzyme [EC:2.4.1.18]"	"-"	"K16149 _ -"
"comp59402_c0_seq1.34.852.minus.P62"	2.25	54.72	4.54	0.000261	"yes"	"up"	"K00703"	"map00500"	"Psychroserpens"	"K00703_Psychroserpens"	4.54	"starch synthase activity"	"K00703"	"starch synthase [EC:2.4.1.21]"	"-"	"K00703 _ -"
"comp17006_c4_seq1.4013.5509.plus.P11"	301.15	30.54	-3.3	0.000299	"yes"	"down"	"K00705"	"map00500"	"Prochlorococcus"	"K00705_Prochlorococcus"	3.3	"4-alpha-glucanotransferase"	"K00705"	"4-alpha-glucanotransferase [EC:2.4.1.25]"	"malQ"	"K00705 _ malQ"
"comp13469_c1_seq1.4544.6295.plus.P13"	169.57	17.54	-3.27	0.000379	"yes"	"down"	"K00690"	"map00500"	"Prochlorococcus"	"K00690_Prochlorococcus"	3.27	"alpha amylase, catalytic"	"K00690"	"sucrose phosphorylase [EC:2.4.1.7]"	"amyA"	"K00690 _ amyA"
"comp15281_c3_seq1.5338.7857.plus.P31"	352.39	38.16	-3.2	0.000408	"yes"	"down"	"K00688"	"map00500"	"Prochlorococcus"	"K00688_Prochlorococcus"	3.2	"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties (By similarity)"	"K00688"	"glycogen phosphorylase [EC:2.4.1.1]"	"glgP"	"K00688 _ glgP"
"comp21693_c0_seq1.3378.5728.minus.P71"	1.11	13.14	3.45	0.00161	"no"	"up"	"K00691"	"map00500"	"Psychroserpens"	"K00691_Psychroserpens"	3.45	"hydrolase family 65"	"K00691"	"maltose phosphorylase [EC:2.4.1.8]"	"-"	"K00691 _ -"
"comp43153_c0_seq1.1.1237.minus.P32"	0.28	3.63	3.28	0.00312	"no"	"up"	"K00700"	"map00500"	"Psychroserpens"	"K00700_Psychroserpens"	3.28	"Catalyzes the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position (By similarity)"	"K00700"	"1,4-alpha-glucan branching enzyme [EC:2.4.1.18]"	"-"	"K00700 _ -"
"comp18696_c0_seq1.35.2107.minus.P33"	75.28	11.66	-2.68	0.00343	"no"	"down"	"K01214"	"map00500"	"Prochlorococcus"	"K01214_Prochlorococcus"	2.68	"Glycogen debranching enzyme"	"K01214"	"isoamylase [EC:3.2.1.68]"	"glgX"	"K01214 _ glgX"
"comp25873_c0_seq1.113.1417.plus.P31"	0.38	5.5	3.55	0.00406	"no"	"up"	"K16146"	"map00500"	"Psychroserpens"	"K16146_Psychroserpens"	3.55	"Trehalose synthase"	"K16146"	"maltokinase [EC:2.7.1.175]"	"-"	"K16146 _ -"
"comp19009_c0_seq1.75.1020.minus.P21"	0	0.91	3.33	0.00461	"no"	"up"	"K01176"	"map00500"	"Psychroserpens"	"K01176_Psychroserpens"	3.33	"alpha amylase, catalytic"	"K01176"	"alpha-amylase [EC:3.2.1.1]"	"-"	"K01176 _ -"
"comp27236_c1_seq1.74.1130.minus.P33"	0.07	2	3.6	0.00472	"no"	"up"	"K01187"	"map00500"	"Maricaulis"	"K01187_Maricaulis"	3.6	"alpha amylase, catalytic"	"K01187"	"alpha-glucosidase [EC:3.2.1.20]"	"-"	"K01187 _ -"
"comp17547_c0_seq1.1.1048.minus.P33"	0.09	1.81	3.34	0.00771	"no"	"up"	"K21574"	"map00500"	"Psychroserpens"	"K21574_Psychroserpens"	3.34	"alphaglucosidase"	"K21574"	"glucan 1,4-alpha-glucosidase [EC:3.2.1.3]"	"-"	"K21574 _ -"
"comp98389_c0_seq1.1.630.minus.P73"	0	1.04	3.51	0.00999	"no"	"up"	"K05349"	"map00500"	"Maricaulis"	"K05349_Maricaulis"	3.51	"hydrolase family 3"	"K05349"	"beta-glucosidase [EC:3.2.1.21]"	"-"	"K05349 _ -"
"comp43133_c1_seq1.1.866.minus.P32"	0.2	2.2	2.95	0.0108	"no"	"up"	"K01210"	"map00500"	"Psychroserpens"	"K01210_Psychroserpens"	2.95	"cell wall"	"K01210"	"glucan 1,3-beta-glucosidase [EC:3.2.1.58]"	"-"	"K01210 _ -"
"comp53503_c0_seq1.1.1094.minus.P33"	0.26	2.07	2.59	0.0166	"no"	"up"	"K01179"	"map00500"	"Maricaulis"	"K01179_Maricaulis"	2.59	"Glycoside hydrolase, family 9"	"K01179"	"endoglucanase [EC:3.2.1.4]"	"-"	"K01179 _ -"
"comp53503_c0_seq1.1.1094.minus.P33"	0.26	2.07	2.59	0.0166	"no"	"up"	"K01179"	"map02020"	"Maricaulis"	"K01179_Maricaulis"	2.59	"Glycoside hydrolase, family 9"	"K01179"	"endoglucanase [EC:3.2.1.4]"	"-"	"K01179 _ -"
"comp14920_c0_seq1.223.2160.minus.P31"	0.66	9.39	3.64	0.0227	"no"	"up"	"K16147"	"map00500"	"Psychroserpens"	"K16147_Psychroserpens"	3.64	"alpha amylase, catalytic"	"K16147"	"starch synthase (maltosyl-transferring) [EC:2.4.99.16]"	"-"	"K16147 _ -"
"comp11574_c0_seq1.5350.7494.plus.P53"	18.15	97.35	2.42	0.0248	"no"	"up"	"K00694"	"map00500"	"Alteromonas"	"K00694_Alteromonas"	2.42	"Glycosyl transferase, family 2"	"K00694"	"cellulose synthase (UDP-forming) [EC:2.4.1.12]"	"-"	"K00694 _ -"
"comp19492_c1_seq1.1.706.minus.P21"	0	0.6	2.8	0.032	"no"	"up"	"K00688"	"map00500"	"Marinobacter"	"K00688_Marinobacter"	2.8	"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties (By similarity)"	"K00688"	"glycogen phosphorylase [EC:2.4.1.1]"	"-"	"K00688 _ -"
"comp33598_c1_seq1.6906.8243.plus.P31"	17.55	90.39	2.36	0.0368	"no"	"up"	"K05350"	"map00500"	"Alteromonas"	"K05350_Alteromonas"	2.36	"beta-glucosidase"	"K05350"	"beta-glucosidase [EC:3.2.1.21]"	"-"	"K05350 _ -"
"comp16273_c1_seq1.1.681.minus.P73"	0.22	93.62	8.18	1.41e-08	"yes"	"up"	"K10914"	"map02020"	"Psychroserpens"	"K10914_Psychroserpens"	8.18	"transcriptional regulator, crp fnr family"	"K10914"	"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"	"-"	"K10914 _ -"
"comp16273_c1_seq1.1.681.minus.P73"	0.22	93.62	8.18	1.41e-08	"yes"	"up"	"K10914"	"map02024"	"Psychroserpens"	"K10914_Psychroserpens"	8.18	"transcriptional regulator, crp fnr family"	"K10914"	"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"	"-"	"K10914 _ -"
"comp7459_c0_seq1.9052.9294.plus.P11"	1772.97	67.13	-4.72	3.75e-06	"yes"	"down"	"K03073"	"map02024"	"Prochlorococcus"	"K03073_Prochlorococcus"	4.72	"-"	"K03073"	"preprotein translocase subunit SecE"	"-"	"K03073 _ -"
"comp18549_c0_seq1.2855.4828.plus.P23"	269.67	17.18	-3.96	5.35e-05	"yes"	"down"	"K01897"	"map02024"	"Prochlorococcus"	"K01897_Prochlorococcus"	3.96	"Amp-dependent synthetase and ligase"	"K01897"	"long-chain acyl-CoA synthetase [EC:6.2.1.3]"	"-"	"K01897 _ -"
"comp20628_c31_seq1.146.2979.minus.P12"	602.53	44.38	-3.76	6.46e-05	"yes"	"down"	"K03070"	"map02024"	"Prochlorococcus"	"K03070_Prochlorococcus"	3.76	"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving"	"K03070"	"preprotein translocase subunit SecA [EC:7.4.2.8]"	"secA"	"K03070 _ secA"
"comp28722_c1_seq1.156.1679.plus.P33"	0.06	2.85	4.2	6.84e-05	"yes"	"up"	"K02032"	"map02024"	"Psychroserpens"	"K02032_Psychroserpens"	4.2	"(ABC) transporter"	"K02032"	"peptide/nickel transport system ATP-binding protein"	"-"	"K02032 _ -"
"comp12929_c0_seq1.6.1781.plus.P33"	0.11	3.42	4.09	7.65e-05	"yes"	"up"	"K01897"	"map02024"	"Psychroserpens"	"K01897_Psychroserpens"	4.09	"Amp-dependent synthetase and ligase"	"K01897"	"long-chain acyl-CoA synthetase [EC:6.2.1.3]"	"-"	"K01897 _ -"
"comp17608_c61_seq1.77.1540.plus.P11"	460.94	37.7	-3.61	0.000127	"yes"	"down"	"K03106"	"map02024"	"Prochlorococcus"	"K03106_Prochlorococcus"	3.61	"Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY"	"K03106"	"signal recognition particle subunit SRP54 [EC:3.6.5.4]"	"-"	"K03106 _ -"
"comp30477_c0_seq2.243.2150.plus.P31"	0.36	6.75	3.9	0.000137	"yes"	"up"	"K03217"	"map02024"	"Psychroserpens"	"K03217_Psychroserpens"	3.9	"Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins"	"K03217"	"YidC/Oxa1 family membrane protein insertase"	"yidC"	"K03217 _ yidC"
"comp22061_c0_seq2.74.3808.minus.P71"	0.17	2.96	3.5	0.000154	"yes"	"up"	"K20276"	"map02024"	"Psychroserpens"	"K20276_Psychroserpens"	3.5	NA	"K20276"	"large repetitive protein"	"-"	"K20276 _ -"
"comp14134_c0_seq1.80.466.plus.P11"	61.09	4.1	-3.87	0.000162	"yes"	"down"	"K11530"	"map02024"	"Prochlorococcus"	"K11530_Prochlorococcus"	3.87	"-"	"K11530"	"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase [EC:5.3.1.32]"	"-"	"K11530 _ -"
"comp32591_c0_seq1.203.3556.minus.P31"	0.44	6.54	3.62	0.000165	"yes"	"up"	"K03070"	"map02024"	"Psychroserpens"	"K03070_Psychroserpens"	3.62	"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving"	"K03070"	"preprotein translocase subunit SecA [EC:7.4.2.8]"	"secA"	"K03070 _ secA"
"comp6003_c1_seq1.10392.11540.plus.P13"	2245.08	203.89	-3.46	0.000208	"yes"	"down"	"K03217"	"map02024"	"Prochlorococcus"	"K03217_Prochlorococcus"	3.46	"Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins"	"K03217"	"YidC/Oxa1 family membrane protein insertase"	"yidC"	"K03217 _ yidC"
"comp7458_c1_seq1.20910.21956.plus.P11"	310.61	28.02	-3.47	0.000261	"yes"	"down"	"K01626"	"map02024"	"Prochlorococcus"	"K01626_Prochlorococcus"	3.47	"Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP) (By similarity)"	"K01626"	"3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]"	"aroG"	"K01626 _ aroG"
"comp16966_c5_seq1.19874.21193.plus.P11"	368.8	38.26	-3.27	0.000379	"yes"	"down"	"K03076"	"map02024"	"Prochlorococcus"	"K03076_Prochlorococcus"	3.27	"The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently (By similarity)"	"K03076"	"preprotein translocase subunit SecY"	"secY"	"K03076 _ secY"
"comp7178_c0_seq1.8.1213.minus.P11"	0.17	4.39	4.03	0.000477	"yes"	"up"	"K01999"	"map02024"	"Marinobacter"	"K01999_Marinobacter"	4.03	"ABC transporter substrate-binding protein"	"K01999"	"branched-chain amino acid transport system substrate-binding protein"	"-"	"K01999 _ -"
"comp10313_c0_seq1.15724.17301.plus.P42"	45.97	4.86	-3.21	0.000513	"yes"	"down"	"K02035"	"map02024"	"Prochlorococcus"	"K02035_Prochlorococcus"	3.21	"Extracellular solute-binding protein, family 5"	"K02035"	"peptide/nickel transport system substrate-binding protein"	"ddpA"	"K02035 _ ddpA"
"comp16966_c4_seq1.10118.11638.plus.P11"	268.4	31.4	-3.09	0.000687	"yes"	"down"	"K01657"	"map02024"	"Prochlorococcus"	"K01657_Prochlorococcus"	3.09	"synthase (Component I)"	"K01657"	"anthranilate synthase component I [EC:4.1.3.27]"	"-"	"K01657 _ -"
"comp19552_c2_seq1.339.1340.minus.P71"	0.04	2.11	4.01	0.000795	"yes"	"up"	"K02033"	"map02024"	"Psychroserpens"	"K02033_Psychroserpens"	4.01	"Binding-protein-dependent transport systems inner membrane component"	"K02033"	"peptide/nickel transport system permease protein"	"-"	"K02033 _ -"
"comp16019_c0_seq1.4580.6184.plus.P11"	73.89	8.84	-3.05	0.000911	"yes"	"down"	"K02032"	"map02024"	"Prochlorococcus"	"K02032_Prochlorococcus"	3.05	"(ABC) transporter"	"K02032"	"peptide/nickel transport system ATP-binding protein"	"-"	"K02032 _ -"
"comp84748_c0_seq1.1.498.minus.P51"	2.33	0	-4.6	0.00103	"yes"	"down"	"K01897"	"map02024"	"Hwanghaeella"	"K01897_Hwanghaeella"	4.6	"Amp-dependent synthetase and ligase"	"K01897"	"long-chain acyl-CoA synthetase [EC:6.2.1.3]"	"-"	"K01897 _ -"
"comp22629_c0_seq4.12364.13716.plus.P21"	0.34	4.26	3.32	0.00152	"no"	"up"	"K03076"	"map02024"	"Psychroserpens"	"K03076_Psychroserpens"	3.32	"The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently (By similarity)"	"K03076"	"preprotein translocase subunit SecY"	"secY"	"K03076 _ secY"
"comp14324_c25_seq1.1065.2159.plus.P13"	208	27.19	-2.93	0.00158	"no"	"down"	"K11752"	"map02024"	"Prochlorococcus"	"K11752_Prochlorococcus"	2.93	"-"	"K11752"	"diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]"	"-"	"K11752 _ -"
"comp34524_c0_seq1.2556.2786.plus.P31"	126.27	13.93	-3.17	0.00171	"no"	"down"	"K03075"	"map02024"	"Prochlorococcus"	"K03075_Prochlorococcus"	3.17	"Preprotein translocase, subunit SecG"	"K03075"	"preprotein translocase subunit SecG"	"secG"	"K03075 _ secG"
"comp50064_c0_seq2.112.1095.plus.P32"	0	1.1	3.59	0.00185	"no"	"up"	"K02035"	"map02024"	"Psychroserpens"	"K02035_Psychroserpens"	3.59	"Extracellular solute-binding protein, family 5"	"K02035"	"peptide/nickel transport system substrate-binding protein"	"-"	"K02035 _ -"
"comp31656_c0_seq1.249.764.plus.P31"	0	1.87	4.3	0.00204	"no"	"up"	"K01658"	"map02024"	"Psychroserpens"	"K01658_Psychroserpens"	4.3	"anthranilate synthase"	"K01658"	"anthranilate synthase component II [EC:4.1.3.27]"	"-"	"K01658 _ -"
"comp17591_c101_seq1.86.844.minus.P11"	82.26	11.4	-2.84	0.00251	"no"	"down"	"K02034"	"map02024"	"Prochlorococcus"	"K02034_Prochlorococcus"	2.84	"Binding-protein-dependent transport systems inner membrane component"	"K02034"	"peptide/nickel transport system permease protein"	"dppC"	"K02034 _ dppC"
"comp15349_c0_seq1.57.1397.plus.P33"	0.12	2.18	3.37	0.00274	"no"	"up"	"K01657"	"map02024"	"Psychroserpens"	"K01657_Psychroserpens"	3.37	"synthase (Component I)"	"K01657"	"anthranilate synthase component I [EC:4.1.3.27]"	"-"	"K01657 _ -"
"comp9128_c0_seq1.810.1784.plus.P21"	0.34	4.46	3.36	0.00391	"no"	"up"	"K03110"	"map02024"	"Psychroserpens"	"K03110_Psychroserpens"	3.36	"Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC)"	"K03110"	"fused signal recognition particle receptor"	"-"	"K03110 _ -"
