GID	P1_vs_P2	P1_vs_P3	P1_vs_P4	P1_vs_P5	P1_vs_P6	P2_vs_P3	P2_vs_P4	P2_vs_P5	P2_vs_P6	P2_vs_P7	P3_vs_P4	P3_vs_P5	P3_vs_P6	P3_vs_P7	P4_vs_P5	P4_vs_P6	P5_vs_P6	Gene_Symbol	gene_0me
0TL1A_1375	0	up	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Putative 2OG-Fe(II) oxyge0se	-
EZ55_4_230	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"Bacterial extracellular solute-binding proteins, family 3"	-
EZ55_60_249	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	0	0
EZ55_18_84	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	up	HflC and HflK could encode or regulate a protease	hflK
EZ55_60_105	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	up	Belongs to the UPF0246 family	yaaA
EZ55_21_61	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	up	(0+)-NQR maturation NqrM	-
EZ55_15_91	0	down	0	down	down	down	0	down	down	0	up	up	0	up	down	down	0	0	0
EZ55_21_60	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	Flavin transferase that catalyzes the transfer of the FMN moiety of FAD and its covalent binding to the hydroxyl group of a threonine residue in a target flavoprotein	apbE
EZ55_60_115	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Protein of unknown function (DUF642)	-
0TL1A_69	up	0	up	0	0	down	0	0	down	0	up	down	down	up	0	0	down	0	0
EZ55_60_34	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	up	COG0739 Membrane proteins related to metalloendopeptidases	-
EZ55_42_68	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	response regulator	tcsR
EZ55_14_69	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	Binds to the 23S rR0	rplO
EZ55_43_107	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	Flagellin is the subunit protein which polymerizes to form the filaments of bacterial flagella	flaA
EZ55_3_28	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	0	0
EZ55_31_25	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	0	0
EZ55_60_155	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	0	0
EZ55_35_53	0	down	0	down	down	down	0	down	down	0	up	up	0	up	down	down	0	bacterial OsmY and nodulation domain	osmY
EZ55_43_105	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	"Required for morphogenesis and for the elongation of the flagellar filament by facilitating polymerization of the flagellin monomers at the tip of growing filament. Forms a capping structure, which prevents flagellin subunits (transported through the central channel of the flagellum) from leaking out without polymerization at the distal end"	fliD
EZ55_18_90	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	ATPase or ki0se	yjeE
0TL1A_509	0	0	0	0	0	0	0	0	0	0	up	down	down	0	0	0	down	Belongs to the peptidase M50B family	-
0TL1A_1247	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	recD
EZ55_13_27	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	aldolase	fda
EZ55_13_54	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	up	Belongs to the peptidase S1C family	degQ
EZ55_34_2	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix D0-binding domain	chvI
EZ55_2_56	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	"Essential for recycling GMP and indirectly, cGMP"	gmk
EZ55_4_246	0	down	0	0	0	down	0	0	0	0	up	0	up	up	0	0	0	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter	groS
EZ55_49_35	0	down	0	0	down	down	0	0	down	0	up	down	0	up	0	down	up	Belongs to the Dps family	dps
EZ55_59_14	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	COG2197 Response regulator containing a CheY-like receiver domain and an HTH D0-binding domain	uvrY
EZ55_18_87	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	"Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tR0s that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)"	miaA
EZ55_4_192	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Belongs to the UPF0312 family	-
EZ55_43_104	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	flagellar protein FliS	fliS
EZ55_14_62	0	down	0	0	down	down	0	down	down	0	up	0	0	up	0	down	0	"This is 1 of the proteins that binds and probably mediates the attachment of the 5S R0 into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits"	rplE
0TL1A_821	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	0	0
EZ55_13_7	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	Transposase	-
EZ55_14_45	0	down	0	down	down	down	0	down	down	0	up	up	0	up	down	down	0	Phosphate-starvation-inducible E	IV02_05780
EZ55_5_3	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Domain of Unknown Function (DUF1259)	-
EZ55_29_4	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	Catalyzes the isomerization of citrate to isocitrate via cis-aconitate	ac0
EZ55_43_204	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"Can catalyze the hydrolysis of ATP in the presence of single-stranded D0, the ATP-dependent uptake of single-stranded D0 by duplex D0, and the ATP-dependent hybridization of homologous single-stranded D0s. It interacts with LexA causing its activation and leading to its autocatalytic cleavage"	recA
EZ55_60_365	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	response regulator	-
EZ55_13_59	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	"ABC-type transport system involved in resistance to organic solvents, auxiliary component"	ttg2D
EZ55_21_63	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	up	positive regulation of growth	-
0TL1A_1327	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
EZ55_49_30	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	0	0	0
EZ55_14_33	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	helix_turn_helix ASNC type	grp
EZ55_6_52	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	Allopha0te hydrolase subunit 1	kipI
0TL1A_119	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine"	sufS
EZ55_52_4	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	"This protein is one of the two subunits of integration host factor, a specific D0-binding protein that functions in genetic recombi0tion as well as in transcriptio0l and translatio0l control"	himA
S0430-3_31	down	down	0	0	0	down	up	up	up	0	up	up	up	up	0	0	0	D0 polymerase family A	-
EZ55_70_47	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Belongs to the HesB IscA family	sufA
0TL1A_1865	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	sec59
EZ55_58_24	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	0	0
EZ55_31_93	0	down	0	0	down	down	0	0	down	0	up	0	down	up	0	down	0	Belongs to the beta-ketoacyl-ACP synthases family	fabB
EZ55_43_175	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Isocitrate isopropylmalate dehydroge0se	-
EZ55_30_40	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	0	0
EZ55_44_3	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	up	Domain of unknown function (DUF4160)	-
EZ55_14_54	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	addiction module antidote protein HigA	-
0TL1A_67	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
EZ55_28_120	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	Polysaccharide pyruvyl transferase	gumL
EZ55_17_57	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	0	0
EZ55_37_17	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Belongs to the bacterial ribosomal protein bL32 family	rpmF
EZ55_14_25	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	response regulator	-
EZ55_43_76	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	Belongs to the ParA family	fleN
0TL1A_1508	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer R0s	truB
EZ55_21_85	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	Uncharacterized protein conserved in bacteria (DUF2145)	-
EZ55_42_10	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Belongs to the glycosyl hydrolase 13 family	-
S0430-3_54	down	0	0	0	0	0	up	up	up	0	0	up	up	up	0	0	0	0	0
EZ55_65_21	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	Carbamoyl-phosphate synthetase glutamine chain	carA
EZ55_19_18	0	down	0	down	down	down	0	down	down	down	up	0	0	up	down	down	up	"An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control"	obg
0TL1A_864	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	CobN component of cobalt chelatase involved in B12 biosynthesis	cobN
EZ55_43_131	0	down	0	down	down	down	0	down	down	0	up	up	0	up	down	down	0	0	0
0TL1A_1341	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
EZ55_44_7	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	Antitoxin component of a toxin-antitoxin (TA) module	-
EZ55_2_131	0	down	0	down	down	down	0	down	down	0	up	down	down	up	down	down	0	galactose-1-phosphate uridylyltransferase	galT
0TL1A_1210	0	0	0	0	0	0	0	0	0	0	0	down	down	down	0	0	down	0	0
EZ55_28_94	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Catalyzes the attachment of threonine to tR0(Thr) in a two-step reaction L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tR0(Thr)	thrS
EZ55_19_89	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"Involved in peptide bond synthesis. Alleviates ribosome stalling that occurs when 3 or more consecutive Pro residues or the sequence PPG is present in a protein, possibly by augmenting the peptidyl transferase activity of the ribosome. Modification of"	efp
EZ55_13_79	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Glutathione S-transferase	sspA
0TL1A_1582	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Required during biogenesis of c-type cytochromes (cytochrome c6 and cytochrome f) at the step of heme attachment	ccs1
EZ55_60_310	0	down	0	down	down	down	0	down	down	0	up	up	0	up	down	down	0	"COG0834 ABC-type amino acid transport sig0l transduction systems, periplasmic component domain"	pedG
0TL1A_1146	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	0	0
0TL1A_896	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
EZ55_60_330	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Histidine ki0se	pedS2
EZ55_1_3	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	0	0
EZ55_70_158	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	up	Responsible for synthesis of pseudouridine from uracil	rluD
EZ55_29_8	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	"One of the primary rR0 binding proteins, it binds directly near the 3'-end of the 23S rR0, where it nucleates assembly of the 50S subunit"	rplC
EZ55_21_29	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Putative ATP-dependant zinc protease	-
0TL1A_1389	down	0	0	0	0	0	up	up	0	0	0	down	down	down	0	0	down	Alter0tive locus ID	-
0TL1A_634	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Phospho0te ABC transporter permease protein phnE	-
EZ55_19_25	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	COG0739 Membrane proteins related to metalloendopeptidases	nlpD
EZ55_23_7	0	down	0	down	down	down	0	down	down	0	up	0	down	up	down	down	0	Phage shock protein	-
EZ55_60_225	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	up	protein conserved in bacteria	-
0TL1A_910	0	0	0	0	0	0	0	0	0	0	up	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_120	0	0	0	0	0	0	0	0	0	0	up	down	down	0	0	0	down	0	0
0TL1A_1861	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_1305	up	0	up	0	0	0	0	0	0	0	0	down	down	0	0	0	0	Alter0tive locus ID	-
EZ55_4_68	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	it plays a direct role in the translocation of protons across the membrane	atpB
0TL1A_1838	0	0	0	0	0	0	0	0	0	0	up	down	down	0	0	0	down	Alter0tive locus ID	-
EZ55_39_119	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives"	lipA
EZ55_70_135	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	"Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism"	glyA
0TL1A_932	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	0	0	0
EZ55_21_42	0	down	0	0	down	down	0	0	down	0	up	0	up	up	0	down	up	Belongs to the iron ascorbate-dependent oxidoreductase family	-
EZ55_4_103	0	down	0	down	down	down	0	down	down	0	up	up	up	up	down	down	up	cation transporter	-
EZ55_39_108	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tR0(fMet) subsequently binds. Helps modulate mR0 selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex"	infA
EZ55_70_156	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Anti-sigma factor	chrR
0TL1A_998	0	0	0	0	0	down	0	0	0	0	0	down	down	0	0	0	down	0	0
EZ55_28_97	0	down	0	0	down	down	0	down	down	0	up	0	0	up	0	down	up	Binds directly to 23S ribosomal R0 and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit	rplT
0TL1A_879	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Belongs to the class IV-like SAM-binding methyltransferase superfamily. R0 methyltransferase TrmH family. TrmL subfamily	cspR
0TL1A_1840	0	0	0	0	0	down	0	0	0	0	up	down	down	0	0	0	down	0	0
EZ55_60_19	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	"Inhibits all the catalytic activities of D0 gyrase by preventing its interaction with D0. Acts by binding directly to the C-termi0l domain of GyrB, which probably disrupts D0 binding by the gyrase"	yacG
EZ55_43_213	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	0	"Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate"	leuD
EZ55_4_244	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	protein involved in tolerance to divalent cations	cutA
EZ55_39_154	0	0	0	down	down	0	0	down	down	0	0	0	up	0	down	down	up	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family	putP
EZ55_31_1	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Catalyzes the reversible transfer of the termi0l phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism	adk
EZ55_2_115	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Catalyzes the hydrolysis of inorganic pyrophosphate (PPi) forming two phosphate ions	ppa
EZ55_27_3	0	down	0	down	down	down	0	down	down	0	up	down	down	up	down	down	0	Protein of unknown function (DUF3718)	-
0TL1A_1263	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Belongs to the CDS family	cdsA
EZ55_17_33	0	down	0	down	down	down	0	down	down	0	up	up	up	up	down	down	up	0	0
0TL1A_950	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
EZ55_65_68	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix D0-binding domain	phoP
0TL1A_1079	down	0	0	0	0	up	0	up	up	0	0	down	down	down	0	0	down	0	0
0TL1A_185	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Molecular chaperone	-
EZ55_43_248	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	0	0
EZ55_15_20	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix D0-binding domain	arcA
EZ55_42_23	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	COG1448 Aspartate tyrosine aromatic aminotransferase	aspC
EZ55_10_8	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Oxidoreductase	-
S0430-3_55	down	down	0	0	0	down	up	up	up	0	up	up	up	up	0	0	0	0	0
EZ55_47_6	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	COG0175 3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase) FAD synthetase and related enzymes	cysD
EZ55_49_42	0	down	0	0	down	down	0	0	down	0	up	0	up	up	0	down	up	"Facilitates transcription termi0tion by a mechanism that involves Rho binding to the 0scent R0, activation of Rho's R0-dependent ATPase activity, and release of the mR0 from the D0 template"	rho
EZ55_39_139	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins"	ftsH
EZ55_70_9	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	esterase of the alpha-beta hydrolase superfamily	rssA
EZ55_2_142	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	Belongs to the FAD-dependent glycerol-3-phosphate dehydroge0se family	glpD
EZ55_43_36	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Phage shock protein	pspC
EZ55_20_45	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	0	Protein of unknown function (DUF1329)	-
EZ55_31_142	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	0	0
EZ55_39_32	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	Forms an intersubunit bridge (bridge B4) with the 23S rR0 of the 50S subunit in the ribosome	rpsO
EZ55_34_17	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	0	0
EZ55_1_48	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	Penicilli0se repressor	blaI
0TL1A_1301	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"Substrate binding protein, possibly oligopeptides"	ddpA
EZ55_28_93	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	COG3001 Fructosamine-3-ki0se	yniA
EZ55_2_57	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Promotes R0 polymerase assembly. Latches the N- and C- termi0l regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits	rpoZ
EZ55_70_132	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	PilZ domain	-
EZ55_41_36	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	Domain of unknown function (DUF4382)	-
0TL1A_252	up	0	up	up	0	down	0	0	0	0	up	down	down	0	0	0	down	Alter0tive locus ID	-
EZ55_31_57	0	down	0	down	down	down	0	down	down	down	up	0	0	up	down	down	up	esterase of the alpha-beta hydrolase superfamily	-
EZ55_18_35	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors	rplK
EZ55_3_18	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	0	0
EZ55_60_213	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	membrane GTPase involved in stress response	typA
EZ55_39_90	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	Catalyzes the phosphorylation of pyruvate to phosphoenolpyruvate	ppsA
EZ55_60_219	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	0	Histidine Phosphotransfer domain	-
EZ55_2_36	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	0	0
0TL1A_900	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
EZ55_41_39	0	down	0	0	0	down	0	0	0	0	up	down	0	up	0	0	0	Catalase	katA
EZ55_32_31	0	down	0	down	down	down	0	down	down	0	up	up	0	up	down	down	0	0	0
0TL1A_1859	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
EZ55_37_22	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	0	0
EZ55_52_30	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Polyketide cyclase / dehydrase and lipid transport	-
EZ55_39_107	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	Belongs to the ClpA ClpB family	clpA
0TL1A_317	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Belongs to the D0 photolyase family	phrB
EZ55_18_97	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	0	Belongs to the Fur family	zur
0TL1A_586	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Provides the (R)-glutamate required for cell wall biosynthesis	murI
EZ55_18_85	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis	hflX
0TL1A_1853	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0))	queC
EZ55_3_62	0	down	0	0	down	down	0	down	down	0	up	0	up	up	0	down	up	"Protein of unknown function, DUF481"	-
0TL1A_571	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	possibly Mn transport	mntB
EZ55_43_100	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	0	Flagellin is the subunit protein which polymerizes to form the filaments of bacterial flagella	-
0TL1A_853	0	0	0	0	0	down	0	0	0	0	0	down	down	0	0	0	down	"Catalyzes the transfer of a formyl group from 10- formyltetrahydrofolate to 5-phospho-ribosyl-glyci0mide (GAR), producing 5-phospho-ribosyl-N-formylglyci0mide (FGAR) and tetrahydrofolate"	purN
EZ55_14_73	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"Located on the platform of the 30S subunit, it bridges several disparate R0 helices of the 16S rR0. Forms part of the Shine-Dalgarno cleft in the 70S ribosome"	rpsK
0TL1A_857	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Cysteine desulfurase	nifS
EZ55_43_75	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	Sigma factors are initiation factors that promote the attachment of R0 polymerase to specific initiation sites and are then released. This sigma factor controls the expression of flagella-related genes	fliA
0TL1A_1640	0	0	0	0	0	0	0	0	0	0	up	down	down	0	0	0	down	Involved in urease metallocenter assembly. Binds nickel. Probably functions as a nickel donor during metallocenter assembly	ureE
EZ55_70_42	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	up	"Master enzyme that delivers sulfur to a number of partners involved in Fe-S cluster assembly, tR0 modification or cofactor biosynthesis. Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine. Functions as a sulfur delivery protein for Fe-S cluster synthesis onto IscU, an Fe-S scaffold assembly protein, as well as other S acceptor proteins"	iscS
0TL1A_73	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
EZ55_13_5	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	"protein, hemolysin III"	yqfA
0TL1A_217	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	"Catalyzes the hydrolysis of 1,4-dihydroxy-2-0phthoyl- CoA (DH0-CoA) to 1,4-dihydroxy-2-0phthoate (DH0), a reaction involved in phylloquinone (vitamin K1) biosynthesis"	-
0TL1A_595	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Tryptophan-rich protein (DUF2389)	-
EZ55_12_37	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	0	0
EZ55_10_10	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	Xylose isomerase-like TIM barrel	-
EZ55_52_3	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	Belongs to the phenylalanyl-tR0 synthetase beta subunit family. Type 1 subfamily	pheT
0TL1A_1869	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_1065	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_676	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Insuli0se family (Peptidase family M16)	-
EZ55_21_54	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of 0( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol"	nqrA
EZ55_49_8	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	"Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism"	glyA
0TL1A_961	0	down	0	0	0	down	0	0	0	0	up	down	down	0	0	0	down	Alter0tive locus ID	-
0TL1A_533	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
EZ55_43_26	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"COG1629 Outer membrane receptor proteins, mostly Fe transport"	-
0TL1A_1331	0	0	0	0	0	0	0	0	0	0	0	down	down	0	0	0	down	Alter0tive locus ID	-
