GID	P1_vs_P2	P1_vs_P3	P1_vs_P4	P1_vs_P5	P1_vs_P6	P2_vs_P3	P2_vs_P4	P2_vs_P5	P2_vs_P6	P2_vs_P7	P3_vs_P4	P3_vs_P5	P3_vs_P6	P3_vs_P7	P4_vs_P5	P4_vs_P6	P5_vs_P6	Gene_Symbol	gene_name
NATL1A_162	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	down	down	up	NA	NA	down	Alternative locus ID	bgl
NATL1A_962	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	down	down	NA	NA	NA	down	NAD-dependent DNA ligase adenylation domain	-
EZ55_21_117	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	COG0733 Na -dependent transporters of the SNF family	-
EZ55_19_33	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	NA	COG0840 Methyl-accepting chemotaxis protein	-
NATL1A_341	up	NA	up	up	NA	down	NA	NA	down	NA	up	down	down	up	NA	down	down	Alternative locus ID	-
EZ55_30_52	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Belongs to the UPF0434 family	ycaR
EZ55_39_79	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"COG1902 NADH flavin oxidoreductases, Old Yellow Enzyme family"	-
EZ55_19_96	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"domain, Protein"	-
EZ55_2_154	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	NA	NA
EZ55_7_4	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Belongs to the peptidase M16 family	ptrA
EZ55_43_165	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	"Catalyzes the synthesis of ADP-glucose, a sugar donor used in elongation reactions on alpha-glucans"	-
EZ55_75_18	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	NA	NA
EZ55_14_22	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	response regulator	-
EZ55_2_70	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	NA	NA
NATL1A_1212	up	NA	NA	NA	up	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
EZ55_2_26	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Intracellular signaling protein	-
EZ55_70_60	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides"	xseA
EZ55_60_367	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	up	Histidine kinase	-
EZ55_60_147	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Catalyzes the isomerization of sedoheptulose 7-phosphate in D-glycero-D-manno-heptose 7-phosphate	gmhA
EZ55_60_200	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Cell division inhibitor that blocks the formation of polar Z ring septums. Rapidly oscillates between the poles of the cell to destabilize FtsZ filaments that have formed before they mature into polar Z rings. Prevents FtsZ polymerization	minC
EZ55_13_120	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	SOUL heme-binding protein	-
EZ55_65_58	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	"Part of a heterotetrameric complex that catalyzes the two-step biosynthesis of anthranilate, an intermediate in the biosynthesis of L-tryptophan. In the first step, the glutamine- binding beta subunit (TrpG) of anthranilate synthase (AS) provides the glutamine amidotransferase activity which generates ammonia as a substrate that, along with chorismate, is used in the second step, catalyzed by the large alpha subunit of AS (TrpE) to produce anthranilate. In the absence of TrpG, TrpE can synthesize anthranilate directly from chorismate and high concentrations of ammonia"	trpE
EZ55_41_50	NA	down	NA	NA	down	down	NA	NA	down	NA	up	up	NA	up	NA	down	NA	Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde	argC
EZ55_60_140	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Belongs to the Orn Lys Arg decarboxylase class-II family. NspC subfamily	nspC
EZ55_31_127	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Belongs to the class-I aminoacyl-tRNA synthetase family	cysS
EZ55_17_51	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	up	up	NA	NA	NA	NA	NA
EZ55_4_124	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Belongs to the IlvD Edd family	ilvD
EZ55_43_256	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	up	NA	NA
EZ55_17_42	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	general secretion pathway protein	-
EZ55_2_152	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"Type II secretory pathway, ATPase PulE Tfp pilus assembly pathway, ATPase PilB"	mshE
EZ55_43_260	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	COG0488 ATPase components of ABC transporters with duplicated ATPase domains	ybiT
EZ55_70_125	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	"An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism"	era
EZ55_28_41	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	ACT domain	-
EZ55_30_15	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	CcdB protein	ccdB
EZ55_60_207	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Uncharacterised protein family (UPF0093)	-
EZ55_19_117	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	HD domain	-
EZ55_70_121	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	COG3086 Positive regulator of sigma E activity	rseC
EZ55_70_133	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG0488 ATPase components of ABC transporters with duplicated ATPase domains	yjjK
EZ55_65_32	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	beta-lactamase activity	-
NATL1A_1391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
NATL1A_1092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
EZ55_58_26	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	NA	NA
EZ55_60_168	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	N-acetylmuramoyl-L-alanine amidase	amiD
EZ55_2_73	NA	down	NA	down	down	down	NA	down	down	NA	up	up	up	up	down	down	up	GGDEF domain	-
EZ55_43_156	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"Modifies, by uridylylation and deuridylylation, the PII regulatory proteins (GlnB and homologs), in response to the nitrogen status of the cell that GlnD senses through the glutamine level. Under low glutamine levels, catalyzes the conversion of the PII proteins and UTP to PII-UMP and PPi, while under higher glutamine levels, GlnD hydrolyzes PII-UMP to PII and UMP (deuridylylation). Thus, controls uridylylation state and activity of the PII proteins, and plays an important role in the regulation of nitrogen"	glnD
EZ55_18_128	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	up	UTRA	-
EZ55_52_26	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	acyl-CoA thioesterase	-
EZ55_28_42	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	NA	NA
EZ55_7_7	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Mg2 and Co2 transporter CorB	yfjD
NATL1A_1242	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	down	down	NA	NA	NA	down	NA	NA
EZ55_58_36	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	COG0811 Biopolymer transport proteins	tolQ
EZ55_4_131	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B	ctaD
EZ55_70_25	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	Ion channel	VP1064
NATL1A_97	NA	NA	NA	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EZ55_43_244	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	Belongs to the 'phage' integrase family	-
EZ55_2_99	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	"Serine acetyltransferase, N-terminal"	cysE
EZ55_18_47	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Catalyzes the reversible cyclization of carbamoyl aspartate to dihydroorotate	pyrC
EZ55_60_226	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	prohibitin homologues	-
EZ55_42_113	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG1674 DNA segregation ATPase FtsK SpoIIIE and related proteins	ftsK
EZ55_60_79	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline	proC
EZ55_70_31	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Preprotein translocase subunit YajC	yajC
EZ55_65_25	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	NA	Putative diguanylate phosphodiesterase	-
EZ55_13_67	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	"Involved in the assembly of lipopolysaccharide (LPS). Required for the translocation of LPS from the inner membrane to the outer membrane. May form a bridge between the inner membrane and the outer membrane, via interactions with LptC and LptD, thereby facilitating LPS transfer across the periplasm"	lptA
EZ55_4_198	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	Beta-lactamase superfamily domain	-
EZ55_2_63	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Peroxiredoxin	-
EZ55_65_109	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG0017 Aspartyl asparaginyl-tRNA synthetases	asnS
NATL1A_859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	dacB
EZ55_70_84	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	peptidylprolyl isomerase	ppiD
EZ55_70_95	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	"amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)"	ileS
EZ55_42_2	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	Methyl-accepting chemotaxis protein	-
NATL1A_752	up	NA	up	NA	NA	down	NA	NA	NA	NA	up	down	down	up	NA	NA	down	Alternative locus ID	asnB
EZ55_13_80	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Cytochrome C1	petC
EZ55_28_32	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	NA	Belongs to the AspA AstE family. Succinylglutamate desuccinylase subfamily	astE
EZ55_6_37	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	NA	NA
EZ55_60_69	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG0501 Zn-dependent protease with chaperone function	Z012_09445
EZ55_52_18	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	membrane	-
EZ55_2_119	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	Thioesterase	-
EZ55_70_2	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	NA	NA
EZ55_65_108	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	NA	NA
NATL1A_1792	up	NA	NA	NA	NA	down	NA	down	NA	NA	NA	down	down	up	NA	NA	NA	O-antigen export system permease protein RfbD	-
EZ55_58_55	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	chorismate mutase	pheA
EZ55_28_13	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	COG3437 Response regulator containing a CheY-like receiver domain and an HD-GYP domain	-
EZ55_34_30	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	NA	NA
EZ55_34_24	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	signal transduction protein containing EAL and modified HD-GYP domains	-
NATL1A_858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	NA	Alternative locus ID	-
EZ55_37_14	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	COG0331 (acyl-carrier-protein) S-malonyltransferase	fabD
EZ55_13_30	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate"	tktA
EZ55_13_75	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	up	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	-
EZ55_39_143	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Preprotein translocase subunit SecG	secG
EZ55_43_102	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	NA	protein conserved in bacteria	-
EZ55_70_147	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG1291 Flagellar motor component	pomA
EZ55_28_118	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	NA	NA
EZ55_9_12	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	NA	NA
NATL1A_82	up	NA	NA	NA	NA	down	NA	down	down	NA	NA	down	down	NA	NA	NA	down	NA	NA
EZ55_42_20	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Belongs to the UPF0178 family	yaiI
EZ55_40_38	NA	down	NA	down	down	down	NA	down	down	down	up	NA	up	up	down	down	up	RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication	dnaG
EZ55_15_74	NA	down	NA	down	down	down	NA	down	down	NA	up	up	up	up	down	down	up	Methyl-accepting chemotaxis protein	-
EZ55_2_10	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	NA	NA
EZ55_13_113	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"Together with LptE, is involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane"	lptD
EZ55_70_49	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	COG2166 SufE protein probably involved in Fe-S center assembly	sufE
EZ55_60_333	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	up	up	NA	down	up	Acyl-CoA reductase (LuxC)	-
EZ55_17_47	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG2148 Sugar transferases involved in lipopolysaccharide synthesis	lthA
EZ55_39_104	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Isocitrate dehydrogenase	icd
EZ55_13_57	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Belongs to the BolA IbaG family	yrbA
EZ55_52_7	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	NA	NA
EZ55_60_356	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	down	up	up	NA	NA	NA	Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity	katG
EZ55_13_106	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	Catalyzes the complicated ring closure reaction between the two acyclic compounds 1-deoxy-D-xylulose-5-phosphate (DXP) and 3-amino-2-oxopropyl phosphate (1-amino-acetone-3-phosphate or AAP) to form pyridoxine 5'-phosphate (PNP) and inorganic phosphate	pdxJ
EZ55_70_58	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	GTPase that plays an essential role in the late steps of ribosome biogenesis	der
EZ55_60_320	NA	down	NA	down	down	down	NA	down	down	NA	up	up	NA	up	down	down	NA	Insulinase (Peptidase family M16)	-
EZ55_20_19	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	NA	Histidine kinase	-
EZ55_60_85	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	NA	Belongs to the GST superfamily	-
EZ55_4_58	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	up	Belongs to the UPF0234 family	yajQ
EZ55_32_43	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	NA	NA
EZ55_43_187	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	NA	NA
EZ55_6_28	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	up	dithiol-disulfide isomerase involved in polyketide biosynthesis	-
EZ55_60_327	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Regulator of nitric oxide reductase transcription	yccM
EZ55_28_39	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Belongs to the ArsC family	yffB
EZ55_43_226	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	response regulator	cheC
EZ55_21_89	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	glutamine amidotransferase	yafJ
EZ55_13_66	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Involved in the assembly of lipopolysaccharide (LPS). Required for the translocation of LPS from the inner membrane to the outer membrane. Facilitates the transfer of LPS from the inner membrane to the periplasmic protein LptA. Could be a docking site for LptA	lptC
EZ55_3_56	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Belongs to the IUNH family	-
EZ55_42_97	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides	nrdA
EZ55_21_40	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG2335 Secreted and surface protein containing fasciclin-like repeats	-
EZ55_13_58	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	NA	up	down	NA	NA	NTP binding protein (Contains STAS domain)	yrbB
EZ55_12_29	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Belongs to the class-II aminoacyl-tRNA synthetase family	lysS
EZ55_6_54	NA	down	NA	NA	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	Branched-chain amino acid aminotransferase 4-amino-4-deoxychorismate lyase	dat
EZ55_65_101	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	down	up	NA	down	NA	Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism	bioB
EZ55_25_27	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Belongs to the sigma-70 factor family. ECF subfamily	-
EZ55_39_116	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	nitroreductase	ydjA
EZ55_18_218	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	NA	NA	NA
EZ55_2_3	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Belongs to the UPF0758 family	radC
EZ55_43_147	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	zinc metalloprotease	rseP
EZ55_23_12	NA	down	NA	down	down	down	NA	down	down	NA	up	up	up	up	down	down	up	Component of the sulfite reductase complex that catalyzes the 6-electron reduction of sulfite to sulfide. This is one of several activities required for the biosynthesis of L- cysteine from sulfate. The flavoprotein component catalyzes the electron flow from NADPH - FAD - FMN to the hemoprotein component	cysJ
EZ55_25_3	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0))	queC
EZ55_32_48	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH"	gnd
EZ55_43_181	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	NA	NA
EZ55_2_59	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	"translation initiation inhibitor, yjgF family"	tdcF
EZ55_58_13	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Metal-dependent hydrolase	ygjP
EZ55_10_6	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	LacY proton/sugar symporter	-
EZ55_43_13	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	thioesterase	-
EZ55_39_94	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"COG2080 Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS CutS homologs"	-
EZ55_32_58	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone	zwf
EZ55_58_19	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	glyoxalase bleomycin resistance protein dioxygenase	-
EZ55_1_14	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	NA	protein containing a von Willebrand factor type A (vWA) domain	-
EZ55_41_21	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Belongs to the ribulose-phosphate 3-epimerase family	rpe
EZ55_28_75	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG3706 Response regulator containing a CheY-like receiver domain and a GGDEF domain	-
EZ55_25_20	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Belongs to the ompA family	motY
EZ55_43_134	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	Catalyzes the deamination of adenosine to inosine at the wobble position 34 of tRNA(Arg2)	tadA
EZ55_2_114	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Belongs to the FBPase class 1 family	fbp
EZ55_70_149	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	COG2230 Cyclopropane fatty acid synthase and related methyltransferases	cfa
EZ55_43_34	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Transcriptional regulator of aromatic amino acids metabolism	tyrR
NATL1A_1883	NA	NA	NA	NA	NA	down	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alpha/beta hydrolase of unknown function (DUF1400)	-
EZ55_43_225	NA	down	NA	down	down	down	NA	down	down	NA	up	up	NA	up	down	down	NA	PAS fold	-
EZ55_18_101	NA	down	NA	NA	down	down	NA	down	down	NA	up	NA	NA	up	NA	down	NA	"it exhibits DNA-dependent ATPase activity and contains distinct active sites for ATP binding, DNA binding, and interaction with DnaC protein, primase, and other prepriming proteins"	dnaB
EZ55_65_93	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	phospho-2-dehydro-3-deoxyheptonate aldolase	aroH
EZ55_39_8	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	NA	Protein of unknown function (DUF3718)	-
EZ55_27_4	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG2202 FOG PAS PAC domain	bdlA
EZ55_10_4	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	up	Oxidoreductase	neoG
EZ55_20_22	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	up	up	NA	down	up	COG0494 NTP pyrophosphohydrolases including oxidative damage repair enzymes	nudL
EZ55_39_83	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	COG1846 Transcriptional regulators	-
EZ55_20_59	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	Belongs to the DNA photolyase family	phrB
EZ55_21_65	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	NA	protein conserved in bacteria	-
EZ55_43_109	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	Flagellin is the subunit protein which polymerizes to form the filaments of bacterial flagella	flaA
EZ55_60_45	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	up	up	NA	down	up	"Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein"	murF
EZ55_34_8	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG0076 Glutamate decarboxylase and related PLP-dependent proteins	gadB
EZ55_23_19	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	NA	"Conversion of NADPH, generated by peripheral catabolic pathways, to NADH, which can enter the respiratory chain for energy generation"	sthA
EZ55_4_24	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Protein of unknown function (DUF2489)	HD1705
EZ55_39_96	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Domain of unknown function (DUF4826)	-
EZ55_20_48	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	COG2902 NAD-specific glutamate dehydrogenase	gdhB
EZ55_41_2	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Peroxidase	-
EZ55_30_4	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG0720 6-pyruvoyl-tetrahydropterin synthase	SO2179
EZ55_49_29	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Selenocysteine lyase	-
EZ55_60_329	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Transcriptional regulator	-
